siret,nom,email,telephone,site,adresse,code_postal,ville,siren,organisme,domaines_rge,email_source,etat_sirene,procedure_collective,dirigeant,tranche_effectif,enrichi,departement,score,score_detail,effectif_num,tier
48170327000035,AD ENVIRONNEMENT,developpement@ad-environnement.fr,04 77 74 84 99,http://www.ad-environnement.fr,12 rue Plantevin,42000,ST ETIENNE,481703270,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48202685300051,INGETEC’S,ingetecs-bourg@ingetecs.com,04 74 30 05 37,http://www.ingetecs.com,2 rue Danton,01000,BOURG EN BRESSE,482026853,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque,,,,,,1,01,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48319235700059,NEW ENERGIE CONCEPT - Agence de Lyon,administratif@nec-ingenierie.fr,09 72 60 19 01,http://www.nec-ingenierie.fr,"1293, route de Lyon",38110,ST JEAN DE SOUDAIN,483192357,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48762673100110,AGENCE AUVERGNE,bet03@larbre-ingenierie.fr,04 70 08 07 58,http://www.larbre-ingenierie.fr,12 rue des Cigognes,03100,MONTLUCON,487626731,opqibi,Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque,,,,,,1,03,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48788030400018,AVP INGENIERIE,avpingenierie@groupeavp.fr,04 71 04 36 00,http://avpingenierie.fr,Maison Forte de Farnier,43700,BRIVES CHARENSAC,487880304,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire thermique,,,,,,1,43,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48806910500069,NEPSEN Annemasse,annemasse@nepsen.fr,09 72 49 31 72,http://www.nepsen.fr,15 Avenue Emile Zola,74100,ANNEMASSE,488069105,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude thermique reglementaire,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48806910500077,NEPSEN Lyon,lyon@nepsen.fr,04 78 37 88 38,http://www.nepsen.fr,2-4 Allée de Lodz,69007,LYON,488069105,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48812132800048,ERMEL ENERGIE,marcel.guillen@ermel-energie.fr,04 74 79 97 15,http://www.ermel-energie.fr,472 Chemin des Grandes Vignes,38200,VIENNE,488121328,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48917809500068,ADEKWATT ENERGIES,mathieu.bories@adekwatt.fr,06 79 10 76 40,http://www.adekwatt.fr,1283 chemin de Champlan,74190,PASSY,489178095,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48997266100024,BETICS,secretariat@betics.fr,04 78 59 25 69,http://www.betics.fr,Le Parc du Châter - Bât B 63 rue de la Garenne,69340,FRANCHEVILLE,489972661,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire thermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49297366400047,MILIEU STUDIO,adm@milieu.fr,09 73 88 00 78,http://www.milieu.fr,70 rue Boileau,69006,LYON,492973664,opqibi,Etude ACV;Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49314709400020,ENER’BAT,olivier.rey@ener-bat.com,04 79 25 06 05,http://www.ener-bat.com,Chef Lieu,73670,ENTREMONT LE VIEUX,493147094,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49341879200039,CLEMATIS,contact@clematis-ing.fr,04 77 74 92 30,http://www.clematis-ing.fr,42 Boulevard Antonio Vivaldi,42000,ST ETIENNE,493418792,opqibi,Etude thermique reglementaire,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49405676500055,TERAO LYON,pclement@terao.fr,04 81 68 01 05,http://www.terao.fr,7-9 Rue Juliette Récamier,69006,LYON,494056765,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,A,,AYMERIC NOVEL,21,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
49460879700069,LYON,contact@brp-conseil.fr,04 28 29 59 88,http://www.brp-conseil.fr,"6, rue Simone de Beauvoir",69007,LYON,494608797,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49519128000074,AMOES AGENCE RÉGION AUVERGNE RHÔNE ALPES,contact@amoes.com,04 78 77 52 41,http://www.amoes.coop,43 rue des Hérideaux,69008,LYON,495191280,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49793016400155,EKKOÏA RHÔNE-ALPES,contact@ekkoia.fr,04 72 74 57 47,http://www.ekkoIa.fr,4 rue Maurice Moissonnier,69120,VAULX EN VELIN,497930164,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude enveloppe du bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49830303100013,B3E BATIMENT ENVIRONNEMENT ECONOMIES D’ENERGIE,christophe.b3e@orange.fr,06 11 70 20 51,http://www.bureaub3e.fr,881 rue de la Thoranche,42210,ST LAURENT LA CONCHE,498303031,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49925306000143,ABM ENERGIE CONSEIL LYON,abmlyon@abmec.fr,04 72 34 99 86,http://www.abmec.fr,41 avenue du Progès,69680,CHASSIEU,499253060,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49964788100022,AIN ENERGIE ENVIRONNEMENT,a2e@ainergie.fr,04 74 22 79 93,http://www.ainergie.fr,131 avenue de Parme,01000,BOURG EN BRESSE,499647881,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,01,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
50180103900048,ELLYPSIO,thomas.clauvel@ellypsio.fr,06 86 05 44 98,http://www.ellypsio.fr,157 Rue de la Boucle les Bletieres Les Bletieres,38190,LES ADRETS,501801039,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
50277991100051,COGIFLUIDE,contact@cogifluide.com,04 77 25 70 00,http://www.cogifluide.com,51 rue Sibert Parc Novaciéres - Bât 54,42400,ST CHAMOND,502779911,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
50298577300030,P ET G - PLENETUDE,plenetude@plenetude.fr,04 50 32 16 39,http://www.plenetude.fr,Park Nord - Immeuble les Pléiades Route de la Bouvarde,74370,METZ-TESSY,502985773,opqtecc,Etude enveloppe du bâtiment,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
50790716000034,SUNVALOR,anas.benslimane@sunvalor.com,09 72 64 36 88,http://www.sunvalor.com,1080 Chemin de la Croix Verte,38330,MONTBONNOT ST MARTIN,507907160,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
50987072100024,FACTEUR 4 ENERGETIQUE DU BATIMENT,jc.fery@facteur4-energetique.fr,06 79 90 75 44,http://www.facteur4-energetique.fr,105 Place du champs de Mars,26260,CHARMES SUR L’HERBASSE,509870721,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,26,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51114734000034,ARKETYPE STUDIO ARCHITECTE,contact@arketypestudio.fr,04 78 68 15 85,https://www.arketypestudio.fr,13 AVENUE DU BATAILLON CARMAGNOLE LIBERTE,69120,VAULX EN VELIN,511147340,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51152037100051,ENEXCO,contact@enexco.fr,04 30 78 63 30,http://www.enexco.fr,7 rue des Aulnes,69410,CHAMPAGNE AU MONT D OR,511520371,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51152037100069,ENEXCO,contact@enexco.fr,04 30 78 63 30,http://www.enexco.fr,56 rue Pontcottier,38300,BOURGOIN JALLIEU,511520371,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51183087900041,SARL ABIREOSE,benoit.chamonard@abireose.fr,09 50 22 69 82,http://www.abireose.fr,32 rue Paul Bert,42000,ST ETIENNE,511830879,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51219118000029,EMIOS,stephane.vial@emios.fr,04 72 69 43 96,http://www.emios.fr,72 Avenue de Bölhen,69120,VAULX-EN-VELIN,512191180,opqtecc,Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51356839400078,SENOVA GRENOBLE,contact@senova.fr,09 88 99 75 75,http://www.senova.fr,2 rue des Arts et Métiers,38000,GRENOBLE,513568394,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude thermique reglementaire,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51368367200036,ENEOS,luc.flye@eneos.pro,04 79 70 99 50,http://www.eneos.pro,63 rue Chanoine Henri Fejoz,73000,BASSENS,513683672,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51495524400033,B.E.L. BUREAU D’ETUDES LYONNAIS,remy.digonnet@bel-sas.fr,04 81 76 14 70,http://www.bel-sas.com,6 rue Edison,69500,BRON,514955244,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51885383300052,KALEO,contact@kaleo-audit.fr,04 76 05 29 07,http://www.kaleo-audit.fr,9 rue du Rocher Parc d’activités de Centr’alp,38430,MOIRANS,518853833,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52036501600010,ETUDES ET DIAGNOSTICS ENERGETIQUES,info@diagnostics-energetiques.com,04 50 58 05 29,http://www.diagnostics-energetiques.com,95 Clos de la Haute Corniche,74700,SALLANCHES,520365016,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52410267000071,HELEXIA DÉVELOPPEMENT LYON,lucie.vallez@helexia.eu,04 72 70 56 50,http://www.helexia.eu,148 avenue Jean Jaurès,69007,LYON,524102670,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude forage géothermique,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52471501800064,MAURIN ARCHITECTE,contact@maurin.archi,09 50 43 76 94,https://www.maurin.archi,30 BIS RUE DE LA REPUBLIQUE,42350,LA TALAUDIERE,524715018,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52483400900051,3E-Performance,thierry.clausse@3e-performance.fr,07 86 63 40 69,http://www.3e-performance.fr,6 rue du Tour de l’Eau,38400,ST MARTIN D HERES,524834009,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52935993700024,OPTIMBATI,contact@optimbati.fr,04 26 03 04 93,http://www.optimbati.fr,26 Rue François Garcin,69003,LYON,529359937,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53774268600018,CAELI CONSEIL,bfrezet@caeli-conseil.fr,06 88 77 66 54,http://www.caeli-conseil.fr,2 route de Bonne Bouche,42410,CHUYER,537742686,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53805223400050,LYONNAISE DES MANAGEMENT ET D’INGENIERIE (LMI),contact@lmi-lyon.fr,04 82 53 66 71,http://www.lmi-lyon.fr,42 rue Simone Veil,69200,VENISSIEUX,538052234,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53824551500035,EEPOS,laurence.vuillerme@be-eepos.fr,06 02 09 99 95,http://www.be-eepos.fr,43 avenue du Comte Vert,73000,CHAMBERY,538245515,opqibi,Etude bois énergie;Etude solaire photovoltaïque;Etude solaire thermique,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53850181800040,VELEZ TRIVINO GINA MARIA,ginavelezarchitecture@gmail.com,06 36 74 64 24,https://www.ginavelezarchitecture.com/,72 COURS DE LA LIBERATION RESIDENCE SAINT-ANDRE,38100,GRENOBLE,538501818,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,A,,GINA MARIA GINA MARIA VELEZ TRIVINO,NN,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53976254200014,PEGIME,pegime@pegime.fr,04 37 43 35 00,http://www.pegime.fr,63 avenue Roger Salengro,69100,VILLEURBANNE,539762542,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53976254200022,PEGIME - AGENCE ANNECY,pegime@pegime.fr,04 50 01 86 14,http://www.pegime.fr,Park Nord - Les Pléiades - Route de la Bouvarde,74330,EPAGNY METZ TESSY,539762542,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53976254200048,PEGIME - AGENCE CHAMBERY,pegime@pegime.fr,04 81 09 20 85,http://www.pegime.fr,3 rue des Fleurs,73000,CHAMBERY,539762542,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53976254200063,PEGIME - SALLANCHES,pegime.sallanches@pegime.fr,04 85 42 01 05,http://www.pegime.fr,1431 Av. André Lasquin,74700,SALLANCHES,539762542,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53976254200071,PEGIME- GRENOBLE,pegime.grenoble@pegime.fr,04 76 46 89 06,http://www.pegime.fr,51 Chemin du Vieux Chêne,38240,MEYLAN,539762542,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
57202862900085,BERIM VENISSIEUX,berim.venissieux@berim.fr,04 72 50 04 31,http://www.berim.fr,Immeuble Rencontre - 17 place de la Paix,69200,VENISSIEUX,572028629,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75006908000026,FLAMMANG-CONSEIL,jsf@flammang-conseil.fr,06 41 66 12 89,http://www.flammang-conseil.fr,31 rue des Arènes,01500,AMBERIEU EN BUGEY,750069080,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,01,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75055649000019,YSOTOME,t.ravent@ysotome.com,06 82 87 30 77,http://www.ysotome.com,9 chemin de Gendriac Mons,43000,LE PUY EN VELAY,750556490,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,43,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75133885600030,SYSLEM CONTROLE,v.marquet@syslem.fr,04 37 85 50 80,http://www.syslem-controle.fr,36 Avenue des Frères Montgolfier,69680,CHASSIEU,751338856,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75207622400035,HARCHINOMAK,agence@harchinomak.fr,06 59 83 88 92,https://www.harchinomak.fr,59 TRAVERSE DES FORGES,63580,ST GENES LA TOURETTE,752076224,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,63,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75261889200026,CSA ELEC,mmagno@becsa.fr,04 37 23 03 40,http://www.becsa-group.fr,104A avenue de Chaponnay,69970,CHAPONNAY,752618892,opqibi,Etude eclairage,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75325130500045,EREMES,a.michat@eremes.fr,04 78 93 15 76,http://www.eremes.fr,24 Bis rue de l’Egalité,69740,GENAS,753251305,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude système technique bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
77990426700035,CABINET DENIZOU,cbt.denizou@denizou.fr,04 78 84 44 71,http://www.denizou.fr,1 rue Docteur Pierre Fleury Papillon,69100,VILLEURBANNE,779904267,opqtecc,Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
78855142200041,ATELIER INEXSENS,atelier.inexsens@free.fr,06 23 66 27 58,http://www.atelier-inexsens.com,28 RUE FRANOIS MESANGERE,26000,VALENCE,788551422,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,26,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
79359111600025,BATIR POSITIF,contact@batirpositif.com,09 88 41 50 88,http://www.batirpositif.com,7 rue des Maraichers,69120,VAULX EN VELIN,793591116,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
79459184200016,ALP'ARCHITECTURE,fanny.poncey@alparchitecture.fr,04 50 34 20 48,https://www.alparchitecture.fr,191 AV DES THEZIERES,74440,TANINGES,794591842,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
79924634300054,AMSTEIN + WALTHERT,contact@amstein-walthert.fr,04 78 95 29 69,http://www.amstein-walthert.ch/fr,200 avenue Jean Jaurès,69007,LYON,799246343,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
80449272600059,Eqinov - Agence de Lyon,Contact.france@acciona.com,04 78 05 93 15,http://www.solutions.acciona-energia.fr,"Immeuble Le Forum - 33, Rue Maurice Flandin",69003,LYON,804492726,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement,,A,,GRANT THORNTON,21,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
80918448400024,OR-ARCHITECTE,contact@or-architecte.fr,06 95 20 27 64,https://www.or-architecte.fr/,66 RUE DES SORNINS,69790,ST IGNY DE VERS,809184484,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
81052838000035,PHOENIX ENERGIE,contact@phoenix-energie.fr,04 56 11 38 38,http://www.phoenix-energie.fr,173 rue Emile Romanet ZA Bissy,73000,CHAMBERY,810528380,opqibi,Commisionnement;Etude bois énergie;Etude solaire photovoltaïque;Etude solaire thermique,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
81187742200022,DU*DSIGN INTERIOR ARCHITECTURE DESIGN,contact@dudsign.com,06 51 76 09 14,http://www.dudsign.com,831 ROUTE DE RIVE DE GIER,69560,STE COLOMBE,811877422,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
81194757100014,WATTSON ENERGY,m.diogon@copergreen.fr,04 73 90 85 85,http://www.copergreen.fr,26 rue Louis Blériot Le Brézet,63100,CLERMONT FERRAND,811947571,opqibi,Etude solaire photovoltaïque,,,,,,1,63,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
81225289800026,SOCA INGENIERIE,contact@soca-ingenierie.fr,04 28 29 01 00,http://www.soca-ingenierie.fr,12 B rue Professeur Depéret Les Bureaux Verts,69160,TASSIN LA DEMI LUNE,812252898,opqibi,Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
81375884400027,CELERITE,cborel@celerite.fr,06 10 26 94 59,http://www.celerite.fr,302 route de Chirens,38500,ST NICOLAS DE MACHERIN,813758844,opqibi,Etude solaire photovoltaïque,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
81768795700032,KALISAYA INGENIERIE,jquesada@kalisaya-ingenierie.fr,06 86 41 11 47,http://www.kalisaya.fr,7 rue de Bernardy,07200,AUBENAS,817687957,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,07,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
82387405200017,KAMI ARCHITECTURE,vmaleron@kamiarchitecture.fr,06 27 11 64 27,https://www.kamiarchitecture.fr,84 RUE DE LA REPUBLIQUE,69150,DECINES CHARPIEU,823874052,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
82431710100031,ASSIST EnR,contact@assistenr.fr,04 65 84 00 20,http://www.assistenr.fr,4 rue de la République,69001,LYON,824317101,opqibi,Etude solaire photovoltaïque;Etude solaire thermique,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
82776914200031,ENERSHIP,admin@enership.eu,04 28 00 18 58,http://www.enership.eu,"46, quai Perrache",69002,LYON,827769142,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
82797148200035,TIMEOV,contact@timeov.fr,06 07 62 07 09,http://www.timeov.fr,196 C rue du Rocher de Lorzier Work In Centr’Alp,38430,MOIRANS,827971482,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
82828796100027,CUR-A,fjaramillo@cur-a.fr,06 26 71 48 28,https://www.cur-a.fr,"67 RUE DES CONTAMINES, BATIMENT B",69270,ROCHETAILLEE SUR SAONE,828287961,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
83141086500016,SMART MONTAGNE,benjamin.pouillot@smartmontagne.com,06 48 03 51 46,http://www.smartmontagne.com,266 Avenue de Savoie,38570,LE CHEYLAS,831410865,opqibi,Etude solaire photovoltaïque,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
83141086500024,Siège Social,benjamin.pouillot@smartmontagne.com,06 48 03 51 46,http://www.smartmontagne.com,266 Avenue de Savoie,38570,Le Cheylas,831410865,opqibi,Etude solaire photovoltaïque,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
83208583100010,ARCHIDIAGIMMO,contact@archidiagimmo.fr,06 63 51 84 84,http://www.archidiagimmo.fr,LES MOIGNOUX  LES MOIGNOUX,63250,VISCOMTAT,832085831,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,63,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
83772953200023,CETEAM,contact@ceteam.eu,06 49 29 06 81,http://www.ceteam.eu,Batiment ENRJ - 15 rue Marcel Pagnol,69200,VENISSIEUX,837729532,opqibi,Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
84214440400022,THERREA,m.deleuze@therrea.com,06 74 08 12 97,http://www.therrea.com,162 Chemin des Gounenches,07230,PAYZAC,842144404,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude solaire thermique,,,,,,1,07,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
84272066600028,EL SMARTGRID - agence St ETIENNE,charlotte@elsmartgrid.com,06 73 77 27 24,http://www.elsmartgrid.com,GRANDE USINE CREATIVE,42000,ST ETIENNE,842720666,opqibi,Etude solaire photovoltaïque,,,,,,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
84367054800059,SYMBIEAU TECH,sophie.moreau@symbieau-tech.com,04 78 86 04 09,http://www.symbieautech.fr,2 Rue Serpaton,69440,MORNANT,843670548,opqibi,Etude bois énergie;Etude système technique bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
